,Unnamed: 0,Plane,VG,VD,Location,Criteria,Height,Width,inpPotPath,inpChargePath,cmpPotPath,cmpChargePath,tarPotPath,tarChargePath,Pot Mean,Pot STD,Charge Mean,Charge STD
19036,19036,XY,0.14375,0.14375,23,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_23_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_23_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_23_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_23_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_23_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_23_charge_5.txt,0.1872715147875953,0.1824498130179488,9.880332995755886,3.393957405281702
19038,19038,XY,0.14375,0.6125,19,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.6125_19_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.6125_19_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.6125_19_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.6125_19_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.6125_19_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.6125_19_charge_4.txt,0.1337681480004158,0.2300798507190656,11.222906936307618,3.465467063189136
19048,19048,XY,0.425,0.6125,24,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.6125_24_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.6125_24_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.6125_24_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.6125_24_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.6125_24_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.6125_24_charge_5.txt,-0.0776684929464656,0.1833179118511242,11.428137299873216,1.9325883894135216
19050,19050,XY,0.14375,0.05,4,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_4_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_4_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_4_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_4_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_4_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_4_charge_5.txt,0.1768453406895357,0.176531599196844,11.35883632707213,3.4460806453809
19053,19053,XY,0.425,0.33125,14,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_14_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_14_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_14_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_14_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_14_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_14_charge_5.txt,-0.0924045602644282,0.1563488328978174,16.049860672354047,2.447677990089019
19054,19054,XY,0.14375,0.425,21,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.425_21_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.425_21_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.425_21_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.425_21_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.425_21_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.425_21_charge_4.txt,0.1506335929625779,0.2190109614012007,10.47738132505095,3.3513452871035385
19055,19055,XY,0.70625,0.05,2,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_2_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_2_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_2_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_2_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_2_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_2_charge_5.txt,-0.2502658440748441,0.0152733487149368,14.413892574553804,1.4201223715063065
19074,19074,XY,0.6125,0.14375,14,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.14375_14_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.14375_14_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.14375_14_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.14375_14_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.14375_14_pot_7.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.14375_14_charge_7.txt,-0.1850506018711018,0.0648852032308089,17.515132583538747,2.0784818260807563
19075,19075,XY,0.8,0.8,1,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_1_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_1_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_1_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_1_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_1_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_1_charge_8.txt,-0.3929157453222453,0.1556238827092877,13.518639780082118,1.3783297935519938
19080,19080,XY,0.70625,0.425,13,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.425_13_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.425_13_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.425_13_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.425_13_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.425_13_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.425_13_charge_5.txt,-0.2711869022869023,0.1317620973832792,17.737856764702826,2.033176322262935
19087,19087,XY,0.33125,0.8,25,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_25_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_25_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_25_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_25_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_25_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_25_charge_5.txt,0.0150530813845356,0.1976135438361222,9.052687683791872,2.3468649390268306
19096,19096,XY,0.33125,0.2375,6,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_6_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_6_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_6_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_6_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_6_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_6_charge_5.txt,-0.0049486744216909,0.1617909998697833,14.198701736713817,2.7951667029647003
19100,19100,XY,0.51875,0.425,10,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.425_10_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.425_10_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.425_10_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.425_10_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.425_10_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.425_10_charge_4.txt,-0.1705078232155231,0.1547561785124439,16.757243350740872,2.1968763117795342
19104,19104,XY,0.05,0.70625,18,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_18_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_18_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_18_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_18_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_18_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_18_charge_6.txt,0.0661165758385308,0.2254575858823325,12.301845003976144,3.2053669269641745
19105,19105,XY,0.6125,0.2375,19,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_19_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_19_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_19_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_19_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_19_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_19_charge_4.txt,-0.2070681687456687,0.0896720463417911,16.465219041433567,2.041215394947666
19106,19106,XY,0.05,0.425,12,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_12_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_12_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_12_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_12_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_12_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_12_charge_6.txt,0.0604333295862785,0.2267415320570179,13.82625766969019,3.274665277841503
19110,19110,XY,0.2375,0.2375,10,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_10_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_10_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_10_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_10_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_10_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_10_charge_5.txt,0.061949009036729,0.1917498829043271,14.238252240391374,3.2474209567863084
19111,19111,XY,0.05,0.425,3,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_3_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_3_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_3_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_3_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_3_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.425_3_charge_6.txt,0.0982371530446985,0.2033894095280087,10.708849706334917,2.996779997879797
19120,19120,XY,0.6125,0.2375,6,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_6_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_6_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_6_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_6_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_6_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.2375_6_charge_4.txt,-0.2070681697851698,0.0896720456030168,16.465219040751382,2.0412153952219168
19127,19127,XY,0.70625,0.33125,17,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.33125_17_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.33125_17_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.33125_17_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.33125_17_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.33125_17_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.33125_17_charge_5.txt,-0.2666412674982674,0.1036784877964467,17.411180607406955,2.0354198560155634
19132,19132,XY,0.05,0.70625,25,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_25_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_25_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_25_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_25_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_25_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_25_charge_6.txt,0.1248703108835759,0.205939284707583,7.71036944346612,2.8279072087901835
19142,19142,XY,0.6125,0.51875,5,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.51875_5_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.51875_5_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.51875_5_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.51875_5_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.51875_5_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.51875_5_charge_4.txt,-0.2395550173250173,0.1527759029833117,15.574552067040411,1.8451985533917703
19152,19152,XY,0.6125,0.33125,22,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.33125_22_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.33125_22_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.33125_22_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.33125_22_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.33125_22_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.33125_22_charge_4.txt,-0.2155358482328482,0.100488201763054,14.383629811707618,1.6287275820979492
19154,19154,XY,0.33125,0.51875,9,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_9_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_9_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_9_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_9_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_9_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_9_charge_5.txt,-0.0376625491372834,0.213866082193261,14.697221600474448,2.78152952369492
19156,19156,XY,0.6125,0.70625,13,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.70625_13_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.70625_13_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.70625_13_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.70625_13_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.70625_13_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.70625_13_charge_4.txt,-0.2574379372834373,0.2054628764657682,17.278128677085824,2.0893160332971448
19162,19162,XY,0.33125,0.33125,13,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.33125_13_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.33125_13_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.33125_13_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.33125_13_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.33125_13_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.33125_13_charge_5.txt,-0.0217968226815661,0.1825145167774213,15.147975164355024,2.815634098534177
19169,19169,XY,0.8,0.2375,11,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.2375_11_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.2375_11_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.2375_11_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.2375_11_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.2375_11_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.2375_11_charge_8.txt,-0.2843235079695079,0.0787353693393988,17.973532126896327,1.9998704017006668
19170,19170,XY,0.51875,0.6125,11,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_11_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_11_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_11_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_11_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_11_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_11_charge_4.txt,-0.1909787216909216,0.1961306256101079,16.721791157433103,2.190171423608468
19184,19184,XY,0.14375,0.8,17,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.8_17_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.8_17_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.8_17_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.8_17_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.8_17_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.8_17_charge_4.txt,0.1267536953523908,0.2348432278267672,11.46001767361736,3.619116082909608
19193,19193,XY,0.8,0.8,13,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_13_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_13_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_13_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_13_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_13_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.8_13_charge_8.txt,-0.357853509009009,0.2137011839226903,17.830949606252215,2.012463312301062
19197,19197,XY,0.33125,0.70625,19,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.70625_19_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.70625_19_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.70625_19_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.70625_19_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.70625_19_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.70625_19_charge_5.txt,-0.0344999392882882,0.2157199030263117,13.4124247269178,2.7073417259853114
19199,19199,XY,0.2375,0.6125,3,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_3_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_3_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_3_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_3_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_3_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_3_charge_5.txt,0.0759335434352044,0.2063834845822858,10.383358919031004,2.81283893606241
19206,19206,XY,0.51875,0.51875,4,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_4_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_4_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_4_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_4_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_4_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_4_charge_4.txt,-0.1690189303187803,0.1610478509703508,14.349435345990848,1.848198035869975
19222,19222,XY,0.70625,0.70625,21,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_21_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_21_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_21_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_21_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_21_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_21_charge_6.txt,-0.3150096694386694,0.1707781752983271,15.220025585751012,1.6560576909245992
19230,19230,XY,0.51875,0.8,23,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_23_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_23_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_23_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_23_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_23_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_23_charge_4.txt,-0.173016431011781,0.1893717108525212,12.85409767705378,1.706720006975364
19243,19243,XY,0.14375,0.70625,11,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_11_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_11_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_11_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_11_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_11_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_11_charge_4.txt,0.1216545596347886,0.2383357376002994,12.004641597769975,3.5419255111843584
19258,19258,XY,0.6125,0.6125,21,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.6125_21_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.6125_21_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.6125_21_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.6125_21_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.6125_21_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.6125_21_charge_4.txt,-0.2451272134442134,0.1642550121400238,14.874421910717802,1.7220615851348204
19260,19260,XY,0.05,0.2375,21,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_21_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_21_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_21_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_21_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_21_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_21_charge_6.txt,0.1011669283749133,0.1843546530302062,11.666761888869432,3.1066538550324205
19273,19273,XY,0.51875,0.6125,15,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_15_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_15_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_15_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_15_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_15_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.6125_15_charge_4.txt,-0.1908878461884962,0.1953482535937522,16.651285310719803,2.1925246995543546
19275,19275,XY,0.8,0.51875,24,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.51875_24_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.51875_24_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.51875_24_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.51875_24_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.51875_24_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.51875_24_charge_8.txt,-0.3718846261261261,0.1036888289055968,13.609136639012588,1.3621184830341178
